"","TP08A","TP08B","TP08C","TP08D","TP08E","TP08F","TP08G","TP08H","TP08J","TP08M","grp"
"2048",6.67,0,2.22,10,10,10,10,10,10,10,3
"2049",10,10,10,8.89,10,10,10,10,10,10,3
"2050",5,4,4,4,6,6,5,4,6,6,1
"2051",6,6,6,6,4,6,4,6,5,6,1
"2052",2.22,7.78,7.78,2.22,7.78,8.89,7.78,5.56,7.78,7.78,1
"2053",7.78,6.67,8.89,5.56,8.89,8.89,7.78,8.89,7.78,10,3
"2054",8.89,10,10,7.78,10,8.89,4.44,10,10,10,3
"2055",4,5,6,5,4,4,4,6,6,6,1
"2056",10,10,4.44,8.89,10,10,4.44,5.56,8.89,0,1
"2057",4.44,5.56,5.56,2.22,6.67,6.67,6.67,6.67,4.44,6.67,1
"2058",7.78,8.89,8.89,8.89,10,10,10,10,8.89,8.89,3
"2059",10,10,10,7.78,8.89,6.67,8.89,7.78,7.78,10,3
"2060",4.44,8.89,8.89,6.67,10,10,7.78,8.89,8.89,8.89,3
"2061",10,10,10,10,10,10,10,10,10,10,3
"2062",7.78,10,10,6.67,10,6.67,7.78,4.44,4.44,1.11,1
"2063",10,8.89,10,10,10,10,10,10,10,10,3
"2064",10,8,10,8,7,9,10,8,10,8,3
"2065",0,0,3,3,1,3,2,2,3,0,2
"2066",5,6,5,4,4,4,4,6,4,4,1
"2067",7,8,7,7,8,7,9,8,7,7,3
"2068",6,5,4,6,6,4,6,6,6,5,1
"2069",10,7.78,6.67,8.89,10,10,10,8.89,8.89,8.89,3
"2070",10,10,10,10,10,10,10,10,10,10,3
"2071",2,1,0,2,3,3,1,3,2,1,2
"2072",8.89,8.89,8.89,8.89,10,10,10,8.89,8.89,10,3
"2073",5,5,4,6,4,5,6,4,5,5,1
"2074",7.78,7.78,8.89,8.89,10,8.89,7.78,7.78,8.89,7.78,3
"2075",8,8,8,10,8,10,8,10,9,10,3
"2076",5,5,4,5,6,5,6,5,4,5,1
"2077",10,10,7.78,10,10,10,10,10,10,10,3
"2078",10,10,10,4.44,10,7.78,10,10,10,10,3
"2079",10,10,10,10,10,10,10,10,10,10,3
"2080",0,4.44,7.78,2.22,10,8.89,4.44,10,8.89,0,1
"2081",2,3,2,2,0,2,3,2,2,1,2
"2082",4.44,6.67,4.44,4.44,6.67,4.44,4.44,6.67,4.44,4.44,1
"2083",10,10,10,10,6.67,6.67,10,10,10,10,3
"2084",10,10,10,7.78,10,10,10,10,10,10,3
"2085",6.67,7.78,5.56,7.78,8.89,5.56,7.78,8.89,6.67,7.78,3
"2086",4.44,5.56,3.33,7.78,10,10,10,10,6.67,8.89,3
"2087",2,1,0,0,3,0,3,0,1,3,2
"2088",10,0,10,10,10,10,10,10,10,10,3
"2089",10,10,0,5.56,7.78,6.67,6.67,6.67,5.56,0,1
"2090",6.67,10,7.78,6.67,10,6.67,7.78,7.78,8.89,8.89,3
"2091",6.67,8.89,6.67,2.22,10,8.89,1.11,7.78,4.44,8.89,1
"2092",7,7,10,10,7,7,9,7,9,10,3
"2093",3.33,7.78,5.56,2.22,6.67,4.44,5.56,4.44,2.22,4.44,1
"2094",7.78,7.78,10,0,7.78,0,0,7.78,4.44,0,1
"2095",7.78,10,10,4.44,10,10,10,10,4.44,10,3
"2096",8.89,8.89,8.89,7.78,10,8.89,8.89,10,10,10,3
"2097",5.56,6.67,4.44,3.33,7.78,6.67,7.78,6.67,7.78,7.78,1
"2098",7.78,10,10,8.89,10,10,10,10,10,10,3
"2099",10,10,10,0,10,10,10,10,10,10,3
"2100",8.89,10,6.67,6.67,7.78,6.67,8.89,6.67,7.78,7.78,3
"2101",8,9,10,7,9,9,8,8,10,8,3
"2102",5.56,10,5.56,4.44,5.56,4.44,5.56,6.67,7.78,5.56,1
"2103",2,0,2,2,1,0,2,2,3,3,2
"2104",10,10,8.89,5.56,10,10,10,10,7.78,10,3
"2105",7.78,7.78,4.44,4.44,10,8.89,4.44,10,6.67,5.56,1
"2106",7,10,8,9,10,8,9,10,9,9,3
"2107",10,10,8.89,10,10,10,10,10,10,10,3
"2108",6.67,10,8.89,8.89,10,10,10,10,10,10,3
"2109",10,10,10,8.89,10,10,7.78,4.44,4.44,4.44,3
"2110",10,7,9,10,7,10,7,9,7,8,3
"2111",6,6,6,5,6,5,4,4,5,4,1
"2112",10,2.22,2.22,4.44,10,4.44,10,10,3.33,7.78,1
"2113",1,0,2,3,2,3,2,0,2,0,2
"2114",8.89,8.89,8.89,7.78,8.89,10,8.89,8.89,8.89,8.89,3
"2115",4.44,10,7.78,4.44,10,7.78,7.78,7.78,7.78,10,3
"2116",5.56,8.89,7.78,6.67,8.89,6.67,8.89,8.89,5.56,10,3
"2117",4.44,3.33,2.22,8.89,8.89,3.33,10,5.56,5.56,7.78,1
"2118",0,10,10,10,10,10,10,10,10,10,3
"2119",10,3,8.89,4.44,10,7.78,8.89,8.89,7.78,8.89,3
"2120",2.22,6.67,2.22,1.11,4.44,3.33,7.78,2.22,5.56,2.22,1
"2121",10,10,10,10,10,10,10,10,10,10,3
"2122",8,8,10,9,8,10,7,9,9,10,3
"2123",10,10,10,10,10,10,10,10,10,0,3
"2124",7.78,10,8.89,10,10,10,10,10,10,10,3
"2125",7.78,6.67,8.89,4.44,7.78,8.89,7.78,8.89,7.78,10,3
"2126",4,5,4,5,5,5,6,4,4,4,1
"2127",10,10,10,0,10,10,10,10,4.44,10,3
"2128",8.89,8.89,10,8.89,10,10,8.89,10,10,10,3
"2129",10,10,10,10,10,10,10,10,10,10,3
"2130",7.78,8.89,10,6.67,7.78,10,8.89,10,8.89,10,3
"2131",10,7.78,7.78,7.78,8.89,10,10,10,10,10,3
"2132",7.78,8.89,6.67,6.67,10,7.78,10,10,7.78,10,3
"2133",7,8,9,10,10,10,10,10,9,8,3
"2134",7.78,7.78,6.67,5.56,8.89,8.89,8.89,7.78,7.78,8.89,3
"2135",1,3,0,1,1,2,2,2,1,3,2
"2136",4.44,4.44,1.11,0,2.22,0,4.44,7.78,4.44,10,1
"2137",10,10,10,10,10,10,10,10,10,10,3
"2138",4.44,0,7.78,6.67,10,8.89,10,8.89,8.89,10,3
"2139",7.78,8.89,5.56,6.67,8.89,7.78,8.89,8.89,8.89,7.78,3
"2140",5.56,6.67,3.33,4.44,8.89,7.78,10,8.89,7.78,6.67,1
"2141",10,10,10,10,10,10,10,10,10,10,3
"2142",7.78,8.89,6.67,6.67,7.78,7.78,4.44,4.44,6.67,3.33,1
"2143",7.78,7.78,8.89,7.78,10,10,10,10,8.89,10,3
"2144",6.67,6.67,8.89,3.33,10,10,8.89,4.44,7.78,8.89,3
"2145",10,6.67,6.67,4.44,7.78,7.78,7.78,7.78,7.78,7.78,3
"2146",0,2,0,1,3,2,0,0,0,0,2
"2147",7.78,7.78,10,4.44,10,6.67,10,7.78,7.78,10,3
"2148",8.89,8.89,7.78,10,10,10,6.67,7.78,7.78,7.78,3
"2149",0,7.78,10,3.33,0,1.11,0,1.11,0,0,2
"2150",10,10,10,0,10,8.89,7.78,10,6.67,8.89,3
"2151",8,7,7,9,8,9,9,8,7,10,3
"2152",10,10,10,10,10,10,10,10,10,10,3
"2153",2.22,10,10,4.44,7.78,3.33,2.22,4.44,2.22,0,1
"2154",5,4,4,4,4,6,4,4,5,5,1
"2155",0,1,3,1,2,1,2,2,1,3,2
"2156",1.11,2.22,3.33,2.22,6.67,2.22,3.33,1.11,2.22,1.11,2
"2157",6,6,5,6,6,5,6,6,6,6,1
"2158",10,10,7.78,7.78,10,7.78,10,10,5.56,7.78,3
"2159",4.44,5.56,8.89,3.33,7.78,1.11,2.22,3.33,4.44,2.22,1
"2160",7.78,7.78,3.33,4.44,8.89,6.67,5.56,6.67,6.67,4.44,1
"2161",9,10,9,7,10,8,9,7,10,7,3
"2162",5,6,4,6,5,6,6,5,4,6,1
"2163",0,2,1,1,1,1,3,1,0,1,2
"2164",7,7,10,10,10,9,7,10,8,9,3
"2165",4.44,7.78,6.67,1.11,10,6.67,7.78,8.89,5.56,7.78,1
"2166",6,6,4,4,6,6,6,5,5,4,1
"2167",5,4,6,5,4,5,4,4,4,5,1
"2168",8.89,10,10,8.89,10,8.89,8.89,10,10,10,3
"2169",5.56,5.56,3.33,6.67,6.67,7.78,4.44,3.33,2.22,4.44,1
"2170",10,7.78,10,7.78,10,10,10,10,7.78,10,3
"2171",8,9,8,10,7,10,8,8,7,8,3
"2172",10,7,8,10,7,10,10,9,9,7,3
"2173",2.22,6.67,7.78,0,10,5.56,10,8.89,4.44,10,1
"2174",10,10,10,10,10,10,7.78,6.67,10,0,3
"2175",6,6,6,6,6,5,6,6,5,6,1
"2176",6.67,10,6.67,6.67,10,10,10,10,10,10,3
"2177",5.56,10,10,4.44,10,10,10,10,10,10,3
"2178",6,5,5,6,4,5,5,6,5,5,1
"2179",5,6,5,5,6,5,6,4,5,6,1
"2180",6.67,8.89,8.89,7.78,10,8.89,10,8.89,7.78,10,3
"2181",10,10,10,8.89,7.78,10,10,10,7.78,10,3
"2182",10,10,10,10,10,10,10,10,10,10,3
"2183",7,8,8,8,7,9,10,7,8,8,3
"2184",5.56,7.78,6.67,5.56,7.78,6.67,6.67,7.78,5.56,4.44,1
"2185",5.56,5.56,7.78,7.78,10,10,10,10,8.89,10,3
"2186",4.44,8.89,7.78,10,8.89,2.22,10,8.89,2.22,10,3
"2187",1.11,8.89,4.44,0,4.44,1.11,0,1.11,1.11,3.33,2
"2188",4.44,5.56,4.44,2.22,8.89,4.44,10,7.78,8.89,10,1
"2189",7.78,7.78,10,7.78,10,10,10,10,10,10,3
"2190",7.78,10,6.67,6.67,7.78,7.78,10,7.78,7.78,10,3
"2191",1.11,10,10,0,7.78,2.22,7.78,2.22,0,4.44,1
"2192",0,1,1,0,2,2,2,1,2,1,2
"2193",3,2,1,3,1,2,1,2,1,1,2
"2194",3,0,1,0,0,0,3,1,1,1,2
"2195",7.78,7.78,8.89,10,10,10,10,10,10,8.89,3
"2196",7,8,10,8,8,10,7,10,10,10,3
"2197",6.67,10,5.56,4.44,7.78,10,10,10,10,10,3
"2198",0,2,2,1,1,3,2,2,0,1,2
"2199",5.56,7.78,10,7.78,7.78,7.78,6.67,7.78,6.67,7.78,3
"2200",10,7,7,7,9,9,10,9,10,9,3
"2201",7.78,7.78,7.78,7.78,10,10,10,10,8.89,8.89,3
"2202",0,7.78,4.44,0,10,7.78,10,10,10,6.67,1
"2203",4,4,4,4,4,6,4,4,4,4,1
"2204",4,5,5,6,6,4,4,6,5,6,1
"2205",7,10,9,9,8,8,9,8,10,8,3
"2206",7.78,7.78,8.89,4.44,10,10,7.78,10,10,10,3
"2207",8.89,8.89,8.89,8.89,10,10,10,10,10,10,3
"2208",10,8.89,10,10,10,10,7.78,10,8.89,8.89,3
"2209",4.44,6.67,2.22,4.44,8.89,7.78,5.56,5.56,4.44,7.78,1
"2210",5,6,4,5,4,4,6,5,4,4,1
"2211",0,5.56,10,2.22,10,4.44,1.11,6.67,4.44,5.56,1
"2212",10,10,10,6.67,10,6.67,7.78,10,7.78,10,3
"2213",7.78,10,10,2.22,10,10,10,10,10,10,3
"2214",10,10,10,7.78,10,10,10,10,10,10,3
"2215",7.78,10,10,10,7.78,7.78,10,10,7.78,10,3
"2216",8.89,8.89,8.89,10,10,8.89,10,10,10,10,3
"2217",10,10,10,10,10,10,10,10,10,10,3
"2218",7.78,8.89,8.89,7.78,8.89,8.89,8.89,10,7.78,10,3
"2219",4,4,6,4,6,4,5,5,4,4,1
"2220",9,7,9,10,9,9,8,8,9,9,3
"2221",4,5,5,6,5,5,4,4,5,6,1
"2222",10,9,9,8,8,8,8,9,10,9,3
"2223",4,6,4,6,5,5,4,4,4,6,1
"2224",10,10,10,10,8,8,10,7,9,9,3
"2225",10,0,0,0,10,10,0,10,0,0,1
"2226",3,3,1,1,1,0,0,0,3,1,2
"2227",8.89,8.89,8.89,7.78,8.89,7.78,8.89,8.89,8.89,8.89,3
"2228",7.78,10,10,6.67,10,4.44,4.44,4.44,7.78,0,1
"2229",4.44,8.89,7.78,3.33,7.78,7.78,7.78,7.78,7.78,4.44,1
"2230",4,5,5,6,4,6,4,6,4,5,1
"2231",6.67,7.78,1.11,7.78,10,10,8.89,10,8.89,10,3
"2232",5,6,6,5,4,6,6,6,4,6,1
"2233",7.78,4.44,4.44,7.78,8.89,8.89,7.78,8.89,7.78,8.89,3
"2234",10,10,10,10,10,10,10,10,10,10,3
"2235",7.78,7.78,7.78,6.67,7.78,6.67,7.78,8.89,7.78,6.67,3
"2236",5,6,4,5,6,6,6,6,5,4,1
"2237",8.89,10,8.89,10,10,10,10,10,10,10,3
"2238",8.89,8.89,8.89,4.44,8.89,10,10,10,10,10,3
"2239",8.89,8.89,8.89,4.44,10,10,10,10,7.78,10,3
"2240",10,9,10,8,8,10,7,9,7,7,3
"2241",10,10,10,7.78,10,7.78,8.89,8.89,7.78,10,3
"2242",7.78,10,6.67,6.67,0,1.11,2.22,0,2.22,0,2
"2243",10,10,10,10,10,10,10,10,10,10,3
"2244",5,6,6,6,5,5,4,4,5,4,1
"2245",3.33,4.44,4.44,3.33,10,7.78,7.78,5.56,7.78,4.44,1
"2246",6,4,5,4,5,5,5,6,5,5,1
"2247",7.78,6.67,4.44,10,10,8.89,10,10,8.89,10,3
"2248",7.78,10,7.78,7.78,10,10,10,10,10,10,3
"2249",6.67,10,8.89,8.89,8.89,6.67,1.11,5.56,4.44,4.44,1
"2250",4.44,6.67,4.44,2.22,7.78,6.67,4.44,5.56,3.33,2.22,1
"2251",10,10,10,10,10,10,10,10,10,10,3
"2252",8.89,6.67,10,10,10,10,10,10,10,10,3
"2253",0,2,2,3,3,2,3,2,2,2,2
"2254",6.67,10,10,1.11,10,8.89,10,10,6.67,7.78,3
"2255",10,10,10,10,10,10,10,10,10,10,3
"2256",6.67,8.89,5.56,7.78,8.89,7.78,8.89,5.56,8.89,8.89,3
"2257",10,10,10,10,10,10,10,10,10,10,3
"2258",8.89,7.78,8.89,5.56,10,7.78,8.89,10,7.78,8.89,3
"2259",7.78,10,10,10,10,8.89,7.78,10,8.89,7.78,3
"2260",10,10,10,7.78,2.22,2.22,2.22,2.22,3.33,3.33,1
"2261",10,10,10,7.78,10,10,10,10,7.78,10,3
"2262",7.78,10,10,5.56,10,10,10,10,10,8.89,3
"2263",10,4.44,4.44,1.11,4.44,4.44,10,7.78,1.11,4.44,1
"2264",4.44,6.67,7.78,6.67,4.44,5.56,6.67,7.78,5.56,4.44,1
"2265",8.89,10,10,7.78,10,10,10,10,7.78,10,3
"2266",0,2,1,0,0,0,3,2,1,2,2
"2267",7,7,7,9,8,7,10,8,7,7,3
"2268",4,6,6,4,4,6,5,6,5,4,1
"2269",10,10,10,7.78,10,10,10,10,10,10,3
"2270",7.78,7.78,7.78,5.56,8.89,7.78,8.89,8.89,7.78,8.89,3
"2271",9,7,9,8,10,9,8,8,7,9,3
"2272",4.44,10,10,4.44,10,10,10,10,10,10,3
"2273",0,1,2,3,0,3,1,0,3,2,2
"2274",0,3,2,3,2,2,2,3,0,0,2
"2275",0,10,10,10,10,10,10,10,10,10,3
"2276",10,10,10,7.78,10,10,10,10,10,10,3
"2277",10,10,10,10,10,10,10,10,10,10,3
"2278",4.44,5.56,6.67,3.33,8.89,7.78,6.67,6.67,6.67,6.67,1
"2279",0,0,0,0,0,0,0,0,1.11,0,2
"2280",3,7.78,1.11,4.44,8.89,8.89,8.89,8.89,8.89,8.89,1
"2281",7,9,8,7,9,7,7,9,9,8,3
"2282",1.11,4.44,4.44,6.67,7.78,6.67,5.56,5.56,6.67,1.11,1
"2283",10,10,10,10,10,10,10,10,10,10,3
"2284",4,5,4,6,6,6,6,4,5,4,1
"2285",6.67,7.78,7.78,7.78,8.89,7.78,7.78,7.78,8.89,7.78,3
"2286",10,10,10,10,10,10,10,10,10,10,3
"2287",7.78,8.89,6.67,7.78,10,10,6.67,8.89,6.67,8.89,3
"2288",1.11,3.33,2.22,0,2.22,1.11,1.11,1.11,0,3.33,2
"2289",8,9,7,10,8,7,10,7,7,10,3
"2290",8,7,9,9,7,7,7,8,8,10,3
"2291",6.67,7.78,2.22,0,6.67,6.67,8.89,7.78,7.78,7.78,1
"2292",6.67,10,4.44,3.33,10,7.78,7.78,4.44,4.44,4.44,1
"2293",8.89,10,7.78,5.56,6.67,5.56,6.67,6.67,5.56,5.56,1
"2294",3,0,0,1,1,3,0,2,1,2,2
"2295",4.44,7.78,7.78,7.78,7.78,6.67,7.78,6.67,6.67,6.67,1
"2296",1,3,0,1,0,1,0,2,0,3,2
"2297",7.78,7.78,6.67,8.89,8.89,7.78,6.67,8.89,7.78,7.78,3
"2298",6,6,4,5,6,5,6,5,4,4,1
"2299",1,0,3,0,2,2,1,0,2,1,2
"2300",6.67,10,10,6.67,7.78,10,8.89,8.89,7.78,8.89,3
"2301",4,5,4,5,6,4,4,5,5,4,1
"2302",7.78,8.89,8.89,8.89,8.89,8.89,8.89,8.89,8.89,8.89,3
"2303",4,4,6,4,5,5,5,5,6,6,1
"2304",10,10,10,4.44,10,7.78,7.78,7.78,7.78,0,3
"2305",6.67,6.67,10,5.56,10,10,10,10,10,10,3
"2306",6.67,10,10,5.56,10,7.78,8.89,10,8.89,4.44,3
"2307",8.89,10,8.89,10,7.78,6.67,10,7.78,10,10,3
"2308",0,2,3,2,3,3,1,1,2,3,2
"2309",7,7,9,10,8,9,8,9,10,9,3
"2310",3.33,8.89,7.78,2.22,6.67,5.56,4.44,5.56,4.44,7.78,1
"2311",5.56,10,8.89,8.89,6.67,7.78,7.78,10,8.89,8.89,3
"2312",8.89,8.89,7.78,8.89,10,10,10,10,8.89,10,3
"2313",5.56,6.67,6.67,7.78,8.89,8.89,8.89,8.89,8.89,10,3
"2314",10,10,10,7.78,8.89,7.78,7.78,8.89,7.78,8.89,3
"2315",6.67,8.89,7.78,10,10,8.89,8.89,10,10,10,3
"2316",1,1,1,1,3,2,0,0,0,2,2
"2317",3,1,3,3,2,0,3,1,0,0,2
"2318",4.44,10,10,4.44,10,10,4.44,10,7.78,0,1
"2319",7.78,10,8.89,10,10,10,10,8.89,10,10,3
"2320",7,8,8,10,10,9,9,7,10,7,3
"2321",7.78,8.89,8.89,10,10,10,8.89,10,10,7.78,3
"2322",8.89,10,3.33,6.67,8.89,8.89,7.78,7.78,7.78,6.67,3
"2323",5,5,6,6,4,4,6,4,4,6,1
"2324",7.78,10,7.78,8.89,8.89,8.89,7.78,7.78,7.78,7.78,3
"2325",7.78,8.89,10,0,10,10,7.78,7.78,2.22,8.89,3
"2326",9,9,10,9,8,9,7,9,10,10,3
"2327",1,1,2,3,2,1,0,3,2,0,2
"2328",3,1,2,0,0,2,2,1,3,3,2
"2329",3.33,2.22,8.89,6.67,6.67,7.78,6.67,8.89,5.56,1.11,1
"2330",10,10,10,10,10,10,10,10,10,10,3
"2331",3.33,7.78,8.89,1.11,8.89,7.78,6.67,8.89,8.89,6.67,1
"2332",10,10,10,10,10,10,10,8.89,10,10,3
"2333",7.78,6.67,7.78,6.67,10,7.78,7.78,8.89,7.78,7.78,3
"2334",10,10,10,7.78,10,10,10,10,10,10,3
"2335",1.11,8.89,3.33,3.33,5.56,4.44,4.44,3.33,8.89,2.22,1
"2336",1.11,4.44,4.44,5.56,5.56,7.78,6.67,7.78,7.78,7.78,1
"2337",8.89,7.78,8.89,4.44,8.89,8.89,8.89,8.89,6.67,8.89,3
"2338",4,6,6,4,5,6,4,4,5,5,1
"2339",3.33,7.78,5.56,7.78,6.67,5.56,5.56,5.56,6.67,6.67,1
"2340",7.78,8.89,7.78,0,8.89,8.89,8.89,6.67,4.44,7.78,1
"2341",6.67,10,10,6.67,7.78,8.89,8.89,8.89,8.89,8.89,3
"2342",7.78,3.33,6.67,4.44,8.89,5.56,7.78,4.44,6.67,10,1
"2343",6.67,8.89,6.67,6.67,10,7.78,7.78,8.89,7.78,7.78,3
"2344",7.78,7.78,8.89,6.67,10,8.89,8.89,10,7.78,8.89,3
"2345",4.44,7.78,7.78,4.44,7.78,8.89,8.89,8.89,8.89,8.89,3
"2346",0,10,6.67,6.67,10,8.89,8.89,10,8.89,8.89,3
"2347",7.78,7.78,4.44,6.67,8.89,5.56,4.44,5.56,6.67,1.11,1
"2348",4,4,6,6,6,4,6,6,4,5,1
"2349",9,9,10,7,8,8,10,9,8,9,3
"2350",6,5,4,5,6,5,5,5,4,5,1
"2351",7,10,8,10,7,9,7,7,8,9,3
"2352",4.44,5.56,6.67,7.78,8.89,2.22,7.78,5.56,10,1.11,1
"2353",5.56,6.67,6.67,7.78,5.56,7.78,7.78,5.56,6.67,8.89,1
"2354",4.44,5.56,6.67,3.33,5.56,3.33,3.33,4.44,2.22,3.33,1
"2355",3,1,3,1,2,1,1,2,2,2,2
"2356",3.33,5.56,2.22,3.33,10,6.67,7.78,5.56,10,8.89,1
"2357",7.78,6.67,10,6.67,8.89,7.78,7.78,7.78,7.78,8.89,3
"2358",10,10,10,6.67,10,10,10,10,10,10,3
"2359",8,8,9,10,10,7,8,8,7,8,3
"2360",0,0,2,0,3,1,0,1,0,1,2
"2361",10,9,10,7,10,9,7,9,7,7,3
"2362",9,8,8,7,7,7,7,7,10,8,3
"2363",6.67,10,6.67,5.56,8.89,8.89,8.89,8.89,8.89,8.89,3
"2364",4.44,5.56,7.78,4.44,8.89,7.78,6.67,7.78,5.56,7.78,1
"2365",7.78,7.78,10,10,10,10,10,10,10,10,3
"2366",7,7,10,9,9,8,7,9,8,9,3
"2367",6,4,4,4,4,6,6,5,6,4,1
"2368",10,10,10,10,10,10,10,10,10,10,3
"2369",6.67,10,8.89,3.33,10,7.78,8.89,7.78,4.44,4.44,1
"2370",4,5,6,6,5,6,6,5,4,5,1
"2371",4.44,7.78,7.78,4.44,7.78,4.44,4.44,4.44,6.67,7.78,1
"2372",8.89,10,8.89,10,8.89,8.89,8.89,10,8.89,10,3
"2373",7.78,10,8.89,8.89,10,10,8.89,8.89,8.89,10,3
"2374",7.78,8.89,8.89,7.78,8.89,8.89,8.89,8.89,7.78,7.78,3
"2375",7.78,10,8.89,7.78,10,8.89,10,10,10,10,3
"2376",10,10,10,10,10,10,10,10,10,10,3
"2377",3,3,2,0,2,1,0,2,0,2,2
"2378",6.67,7.78,7.78,4.44,8.89,6.67,7.78,10,7.78,8.89,3
"2379",10,5.56,7.78,4.44,10,5.56,8.89,7.78,8.89,10,3
"2380",10,10,10,10,10,10,10,10,7.78,10,3
"2381",6.67,6.67,7.78,3.33,6.67,6.67,6.67,5.56,5.56,6.67,1
"2382",7,8,9,7,8,8,7,8,9,7,3
"2383",5,6,6,5,4,5,5,6,6,4,1
"2384",0,0,0,1,1,3,1,1,1,0,2
"2385",7.78,7.78,6.67,6.67,10,6.67,8.89,10,10,4.44,3
"2386",4.44,2.22,3.33,1.11,1.11,1.11,4.44,5.56,5.56,7.78,2
"2387",5.56,10,7.78,10,5.56,5.56,5.56,5.56,5.56,5.56,1
"2388",7.78,10,10,8.89,8.89,7.78,7.78,7.78,7.78,10,3
"2389",10,10,10,10,10,10,10,10,10,10,3
"2390",8,7,7,8,7,7,8,7,10,9,3
"2391",6,5,4,4,6,6,4,4,5,4,1
"2392",5,5,6,6,5,4,4,5,6,4,1
"2393",10,7.78,8.89,10,10,10,10,10,10,10,3
"2394",3,2,0,3,1,0,0,0,1,3,2
"2395",8.89,7.78,8.89,6.67,8.89,8.89,8.89,8.89,7.78,8.89,3
"2396",6.67,4.44,10,6.67,4.44,7.78,8.89,3.33,4.44,7.78,1
"2397",5.56,6.67,10,3.33,10,6.67,5.56,7.78,4.44,8.89,1
"2398",6.67,6.67,7.78,3.33,7.78,7.78,6.67,7.78,7.78,7.78,1
"2399",1,2,3,1,0,3,0,3,1,2,2
"2400",10,9,9,8,8,8,8,9,8,9,3
"2401",3,2,3,3,2,3,2,0,2,2,2
"2402",7,8,8,8,8,9,8,9,8,10,3
"2403",4,6,5,4,6,5,5,6,6,4,1
"2404",8.89,6.67,8.89,6.67,10,7.78,8.89,8.89,8.89,10,3
"2405",9,10,9,9,7,10,10,7,9,9,3
"2406",4,4,4,4,5,4,4,4,6,4,1
"2407",3.33,8.89,7.78,4.44,8.89,1.11,4.44,5.56,5.56,3.33,1
"2408",7.78,10,10,7.78,10,4.44,6.67,10,10,0,3
"2409",7.78,4.44,5.56,1.11,4.44,5.56,7.78,8.89,5.56,5.56,1
"2410",7.78,7.78,6.67,8.89,8.89,8.89,7.78,7.78,7.78,8.89,3
"2411",6.67,10,7.78,6.67,10,10,8.89,8.89,7.78,10,3
"2412",4.44,4.44,4.44,2.22,10,4.44,2.22,5.56,4.44,0,1
"2413",7.78,10,7.78,6.67,10,6.67,7.78,5.56,7.78,4.44,3
"2414",8,8,8,8,9,7,8,7,9,7,3
"2415",7.78,10,10,7.78,10,10,8.89,8.89,7.78,8.89,3
"2416",10,10,8.89,10,10,10,10,10,8.89,8.89,3
"2417",4,5,5,4,4,6,4,6,6,5,1
"2418",0,3,3,1,1,3,0,2,3,1,2
"2419",4.44,4.44,10,2.22,10,5.56,10,5.56,5.56,10,1
"2420",6.67,7.78,8.89,6.67,10,8.89,8.89,10,7.78,10,3
"2421",0,8.89,0,0,7.78,2.22,3.33,6.67,7.78,1.11,1
"2422",10,7.78,6.67,10,7.78,6.67,7.78,10,7.78,0,3
"2423",4,5,5,5,6,5,6,4,6,6,1
"2424",8.89,8.89,6.67,6.67,10,8.89,8.89,7.78,7.78,8.89,3
"2425",10,10,8.89,8.89,10,8.89,10,10,8.89,10,3
"2426",4.44,7.78,2.22,2.22,7.78,4.44,4.44,7.78,4.44,6.67,1
"2427",8.89,10,10,7.78,10,10,8.89,8.89,7.78,10,3
"2428",10,10,10,10,10,10,10,10,10,10,3
"2429",6,5,6,5,4,5,5,4,4,5,1
"2430",8,8,10,9,10,9,10,7,10,9,3
"2431",8,9,7,10,7,8,7,7,10,8,3
"2432",4,6,5,6,5,6,6,5,4,6,1
"2433",4,4,5,5,6,6,6,5,5,6,1
"2434",3.33,4.44,4.44,2.22,7.78,6.67,5.56,6.67,6.67,4.44,1
"2435",2.22,7.78,7.78,0,10,10,10,10,4.44,7.78,1
"2436",1.11,3.33,3.33,5.56,5.56,3.33,3.33,3.33,5.56,3.33,1
"2437",5,5,4,4,5,4,5,5,6,5,1
"2438",7.78,6.67,8.89,7.78,10,8.89,7.78,6.67,7.78,4.44,3
"2439",0,0,2.22,6.67,6.67,2.22,2.22,1.11,4.44,0,2
"2440",7,9,9,8,8,10,9,7,10,9,3
"2441",10,7.78,10,7.78,10,10,10,7.78,10,10,3
"2442",4.44,7.78,5.56,4.44,6.67,6.67,6.67,6.67,5.56,7.78,1
"2443",10,10,10,7.78,10,10,8.89,10,10,10,3
"2444",4.44,6.67,7.78,8.89,10,10,10,8.89,8.89,8.89,3
"2445",3,0,2,1,2,3,0,3,1,0,2
"2446",3,1,0,0,2,2,1,3,1,0,2
"2447",1.11,6.67,5.56,4.44,4.44,4.44,6.67,5.56,6.67,0,1
"2448",3,2,0,3,3,2,0,0,0,3,2
"2449",7.78,7.78,7.78,7.78,10,7.78,10,10,10,10,3
"2450",4,5,5,4,6,6,6,6,4,6,1
"2451",2.22,10,10,0,10,7.78,7.78,4.44,4.44,4.44,1
"2452",10,10,10,7.78,10,10,8.89,7.78,8.89,0,3
"2453",8.89,8.89,8.89,8.89,8.89,7.78,7.78,10,8.89,7.78,3
"2454",5,4,4,5,6,5,5,6,5,5,1
"2455",10,7.78,6.67,10,10,10,10,10,10,8.89,3
"2456",7.78,7.78,7.78,10,7.78,7.78,7.78,6.67,7.78,7.78,3
"2457",6,6,4,4,5,5,4,6,4,6,1
"2458",10,10,10,0,10,0,10,10,10,0,1
